"候选写法","提及评论数","涉及视频数","涉及城市","涉及区县或县级市","有效推荐语境数","戏谑或比较语境数","负面语境数","仅提及语境数","语义判定依据","最高点赞数","召回方式","召回级别","证据BV号","证据评论ID","证据摘录","处理建议"
"整体都很","1","1","","","1","0","0","0","明确正向用餐体验","18","推荐／店名句式","B-存在明确推荐","BV1Ur421V7ZD","216842496256","一、在无锡一家炸鸡自助餐厅的体验，其中有19种口味的炸鸡可以不限量畅吃，价格为40元，作者对这家餐厅的炸鸡赞不绝口。 00:01 - 在上海没有实现的快乐 终于在无锡实现了，花40块钱就能实现炸鸡自助，居然还能吃到榴莲味的炸鸡，多达19种口…","优先平台检索"
"正常饭店的逻辑是我的菜","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1GgXNBiESt","296960130992","吃自助不是给自己找不开心吗？正常饭店的逻辑是我的菜好吃，顾客愿意花钱，愿意多来。自助的逻辑是菜不能太好吃，不然顾客就吃多了。利益冲突太尖锐了。","优先平台检索"
"之前程飞老师","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","1","门店后缀／推荐／店名句式","B-存在明确推荐","BV1GgXNBiESt","294529562849","大家能推荐下天津自助吗？之前程飞老师推荐的39元火锅鸡自助好吃。[doge]","优先平台检索"
"之前去过湖南我靠好","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","1","推荐／店名句式","B-存在明确推荐","BV1Nj41177WC","197385120640","回复：[脱单doge]我是四川人 之前去过湖南我靠好好吃[脱单doge]","优先平台检索"
"汁多皮薄才","1","1","","","1","0","0","0","明确正向用餐体验","3","推荐／店名句式","B-存在明确推荐","BV1Z9NJ6vEPS","305628096273","小笼包一定要甜的，汁多皮薄才好吃","优先平台检索"
"只管调个","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","1","推荐／店名句式","B-存在明确推荐","BV1e314YJEFA","245412931745","以前的餐饮：从选材到制作，加工，非常认真 现在的餐饮：只管调个好吃的味，其他我不管，反正你就是来吃个味的[笑哭]","优先平台检索"
"只会感觉","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","1","推荐／店名句式","B-存在明确推荐","BV1Nj41177WC","197294898688","我吃小笼包不会感觉过甜，只会感觉好吃[脱单doge]","优先平台检索"
"只觉得小笼包很鲜很","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","4","推荐／店名句式","B-存在明确推荐","BV1Nj41177WC","195895274080","只觉得小笼包很鲜很好吃[兔年]尝不出来一点甜()","优先平台检索"
"只是单纯不太","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1Nj41177WC","195557857792","回复：去过澳大利亚，的确印象中食物没有很甜，只是单纯不太好吃[喜极而泣]","优先平台检索"
"只是自己觉得","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","4","推荐／店名句式","B-存在明确推荐","BV15KSbYKEZS","245589159041","推荐鸡鸭鹅大酒店、活泼鲜跳（其实我感觉一般，但是朋友都说好吃，而且每次去都要预约，人超多）、炙焰铁板烧、邵氏光头鸡（东北塘店）[呲牙]只是自己觉得好吃的一些店的推荐，好奇大佬是什么评价","优先平台检索"
"只要","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","14","推荐／店名句式","B-存在明确推荐","BV1GgXNBiESt","297007147488","回复：一般自助店，玩的都是阳谋，比如肉质偏柴，增加饱腹感，重油，重糖，容易腻。重盐让你吃咸了，喝饮料占肚子。这都是阳谋，顾客其实潜意识也知道，但是还算是好接受的。只要好吃就行。但是他这全是阴谋，[捂脸]还是并不高级的阴谋，让人家一眼就能看出…","优先平台检索"
"只要觉得","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1Nj41177WC","195965623936","其实能吃辣也不是什么值得炫耀的事情，这个跟体质很有关系，还有气候环境。比如在我们广东经常这么吃，大概率是脸生疮 菊花也不保[哈欠]。 辣更多的是痛觉，并且容易让人变得重口味，让你对清淡的食物索然无味，更别说品尝什么原汁原味了[哈欠]长期下来…","优先平台检索"
"只要你品质","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","9","推荐／店名句式","B-存在明确推荐","BV1GgXNBiESt","297993818800","可以提高价格，不要设置沟沟坎坎，花钱都花不爽。只要你品质可以好吃就不用怕没生意","优先平台检索"
"只有菜市场里现包的才","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1vieoz9Eb9","272802212529","回复：三凤桥的酱排骨，梅汁鸡翅（甜口的，你可以先点几个尝尝）。 老陆稿荐罐头装的辣肉酱 不知道这个季节有没有羊糕，羊糕也蛮好吃的。 而且这个不是甜口。 属于是羊肉版的带肉焖子。 直接吃，蘸辣酱吃，或者放热饭上融化吃，浇一勺汤吃都很爽。 然后…","优先平台检索"
"只有淮扬菜发迹的区域","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1Nj41177WC","197158081120","江苏是散装的，只有淮扬菜发迹的区域好吃。其他地方都一般。","优先平台检索"
"只有糖包子吃甜口才","1","1","","","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1Z9NJ6vEPS","308838307168","回复：只有糖包子吃甜口才好吃吧","优先平台检索"
"只有我觉得我们这甜食很","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1Nj41177WC","195786239360","只有我觉得我们这甜食很好吃吗[笑哭]","优先平台检索"
"中国第一","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1cURwYnEum","257074590432","无锡的小笼 中国第一好吃！！！","优先平台检索"
"中国人对于甜品","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","1","推荐／店名句式","B-存在明确推荐","BV1Nj41177WC","195984838336","中国人对于甜品好吃的最高评价：不甜，可能无锡除外[喜极而泣]","优先平台检索"
"中桥的孙嫂也挺","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1GgXNBiESt","294603978081","回复：中桥的孙嫂也挺好吃的 但是我小时候住芦庄时候吃的大多是鸡蛋饼","优先平台检索"
"中式的做法","1","1","无锡市","江阴市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1L1421Z7Zz","217255402160","回复：河豚刺身感觉在吃橡皮筋，嚼起来哈吃力，鲜味也不足，还是中式的做法好吃。","优先平台检索"
"终于有","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV15KSbYKEZS","245585091329","终于有好吃的了","优先平台检索"
"种类少但是挺","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1GgXNBiESt","294354333425","君来湖滨，种类少但是挺好吃的[doge_金箍]","优先平台检索"
"重庆","1","1","","","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1Wj411n7PD","200780979232","重庆好吃吗[doge]","优先平台检索"
"重庆酒家","1","1","无锡市","无锡市","1","0","0","0","明确到店或菜品推荐","0","推荐／店名句式","B-存在明确推荐","BV1vieoz9Eb9","288448796864","这家挺一般，推荐去吃重庆酒家，苏宁附近的人应该都知道，味道价格都不错，不预约都吃不到","优先平台检索"
"朱顺兴油酥","1","1","","","1","0","0","0","明确正向用餐体验","1","词典命中","A-词典命中","BV1Wj411n7PD","200807488448","惠山古镇的朱顺兴油酥也挺好吃的，如果后面up再去，可以尝尝[无悔华夏_点赞]","进入实体精筛表"
"猪油炒出来就很","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1Nj41177WC","266242618353","回复：炒青菜，你食材好，猪油炒出来就很好吃了，有的会加一点点蒜末等，鲜味就是鸡精，糖和鲜没关系，提鲜是让味道复合点，层次感强，但不是站主导地位。 主要得菜嫩，新鲜，也看品种，种的地方，时节[doge]","优先平台检索"
"猪油渣才是最","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1Nj41177WC","195883831648","猪油渣才是最好吃的！！！炸的酥酥脆脆超级好吃，包馄饨里也是一绝","优先平台检索"
"主要要找本地正宗","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","2","推荐／店名句式","B-存在明确推荐","BV1e314YJEFA","245410632897","回复：主要要找本地正宗好吃的比较少 或者你的口味和我我们不一样 就像我家附近有几家很正宗的馆子我觉得很好吃 很鲜 我朋友就觉得不太行比较甜","优先平台检索"
"住了快20年没觉啥","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV19XZDYQE4L","259041778305","[笑哭]咋又来这个破市场了，住了快20年没觉啥好吃的！","优先平台检索"
"祝琴拌馄饨","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","门店后缀／推荐／店名句式","B-存在明确推荐","BV19XZDYQE4L","260053742032","祝琴拌馄饨好吃，门口这位置我经常坐[OK]","优先平台检索"
"著名的无锡名菜都好","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1Ue4y1r7QE","133383452704","宜兴人表示南京才是美食和旅游双雄，历史背景很大[doge]，无锡还没去过，有机会一定去，不过糖醋排骨真的好吃，美食荒漠应该不至于，我觉得著名的无锡名菜都好好吃，兄弟太谦虚了[嘟嘟]","优先平台检索"
"子大饼看着好","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","15","推荐／店名句式","B-存在明确推荐","BV1ti421i77i","226460235152","那个🐔子大饼看着好好吃[星星眼]","优先平台检索"
"子那是真的","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","1","推荐／店名句式","B-存在明确推荐","BV1ti421i77i","226463047536","🐔子那是真的好吃![奶茶干杯][脱单doge]","优先平台检索"
"自己炒的更","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","1","推荐／店名句式","B-存在明确推荐","BV1Nj41177WC","195794400880","[tv_笑哭]评论区各位我就不一一回复了。 吐槽的意思，主要还是说在无锡生活的话，公司一顿午饭肯定都是照着无锡口味来的，在家倒是可以自己烧，这个问题不大，也就是小米椒比较贵而已[tv_流泪] 外面馆子啥的，赣菜很少啊，湘菜馆子我比较中意忘不…","优先平台检索"
"自己家烧最","1","1","","","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1Z9NJ6vEPS","309154681056","回复：还是自己家烧最好吃，真的，我从小到大吃饭点都不及家里烧的好吃","优先平台检索"
"自己家用现杀走地鸡会比较","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1o9XdYZEFp","257019243360","回复：这菜做法简单，纯看食材，自己家用现杀走地鸡会比较好吃，或者吃农家乐","优先平台检索"
"自己买点好食材怎么做都","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1GgXNBiESt","294357409105","外面吃饭哪有好的 不是坑你就是坑你 身体都给你搞垮 做餐饮没一个干净的 自己买点好食材怎么做都好吃","优先平台检索"
"自家的东西太","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","2","推荐／店名句式","B-存在明确推荐","BV1Ue4y1r7QE","133172825296","真假无锡人？我出了无锡都吃不惯，自家的东西太好吃了","优先平台检索"
"自我感觉陶兴宝没有方桥","1","1","无锡市","江阴市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1L1421Z7Zz","217603447824","第一次刷到家乡美食，自我感觉陶兴宝没有方桥好吃，第二家我也要去尝尝","优先平台检索"
"自助的逻辑是菜不能太","1","1","无锡市","无锡市","1","0","0","0","明确正向用餐体验","0","推荐／店名句式","B-存在明确推荐","BV1GgXNBiESt","296960130992","吃自助不是给自己找不开心吗？正常饭店的逻辑是我的菜好吃，顾客愿意花钱，愿意多来。自助的逻辑是菜不能太好吃，不然顾客就吃多了。利益冲突太尖锐了。","优先平台检索"
